Ref_Date,GEO,COMPONENTS,Vector,Coordinate,Value
2010/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,547247.0
2010/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,303045.0
2011/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,245554.0
2011/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,330931.0
2011/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,502988.0
2011/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,618224.0
2011/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,797049.0
2011/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,646648.0
2011/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,875740.0
2011/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,793003.0
2011/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,486600.0
2011/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,510915.0
2011/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,298541.0
2011/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,159283.0
2012/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,178927.0
2012/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,93295.0
2012/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,230778.0
2012/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,236123.0
2012/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,464857.0
2012/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,535127.0
2012/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,837601.0
2012/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,861775.0
2012/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,721490.0
2012/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,344967.0
2012/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,225082.0
2012/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,84723.0
2013/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,86194.0
2013/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,153549.0
2013/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,352598.0
2013/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,354939.0
2013/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,807128.0
2013/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,852421.0
2013/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,955531.0
2013/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,902359.0
2013/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,651033.0
2013/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,752750.0
2013/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,310592.0
2013/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,89630.0
2014/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,95323.0
2014/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,105955.0
2014/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,269830.0
2014/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,425204.0
2014/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,500883.0
2014/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,744637.0
2014/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,805822.0
2014/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,842745.0
2014/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,574335.0
2014/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,159474.0
2014/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,386148.0
2014/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,323437.0
2015/01,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,289419.0
2015/02,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,90826.0
2015/03,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,428522.0
2015/04,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,671680.0
2015/05,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,815046.0
2015/06,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,748086.0
2015/07,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,705481.0
2015/08,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,884312.0
2015/09,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,707217.0
2015/10,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,581766.0
2015/11,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,549135.0
2015/12,Manitoba,Non-firm deliveries to the United States,v44159135,8.14,453020.0
2008/01,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/02,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/03,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/04,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/05,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/06,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/07,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/08,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/09,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/10,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/11,Manitoba,Total other deliveries,v44159136,8.15,0.0
2008/12,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/01,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/02,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/03,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/04,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/05,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/06,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/07,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/08,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/09,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/10,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/11,Manitoba,Total other deliveries,v44159136,8.15,0.0
2009/12,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/01,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/02,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/03,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/04,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/05,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/06,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/07,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/08,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/09,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/10,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/11,Manitoba,Total other deliveries,v44159136,8.15,0.0
2010/12,Manitoba,Total other deliveries,v44159136,8.15,0.0
2011/01,Manitoba,Total other deliveries,v44159136,8.15,0.0
2011/02,Manitoba,Total other deliveries,v44159136,8.15,0.0
2011/03,Manitoba,Total other deliveries,v44159136,8.15,0.0
2011/04,Manitoba,Total other deliveries,v44159136,8.15,..
2011/05,Manitoba,Total other deliveries,v44159136,8.15,..
2011/06,Manitoba,Total other deliveries,v44159136,8.15,..
2011/07,Manitoba,Total other deliveries,v44159136,8.15,..
2011/08,Manitoba,Total other deliveries,v44159136,8.15,..
2011/09,Manitoba,Total other deliveries,v44159136,8.15,..
2011/10,Manitoba,Total other deliveries,v44159136,8.15,..
2011/11,Manitoba,Total other deliveries,v44159136,8.15,..
2011/12,Manitoba,Total other deliveries,v44159136,8.15,..
2012/01,Manitoba,Total other deliveries,v44159136,8.15,..
2012/02,Manitoba,Total other deliveries,v44159136,8.15,..
2012/03,Manitoba,Total other deliveries,v44159136,8.15,..
2012/04,Manitoba,Total other deliveries,v44159136,8.15,..
2012/05,Manitoba,Total other deliveries,v44159136,8.15,..
2012/06,Manitoba,Total other deliveries,v44159136,8.15,..
2012/07,Manitoba,Total other deliveries,v44159136,8.15,..
2012/08,Manitoba,Total other deliveries,v44159136,8.15,..
2012/09,Manitoba,Total other deliveries,v44159136,8.15,..
2012/10,Manitoba,Total other deliveries,v44159136,8.15,..
2012/11,Manitoba,Total other deliveries,v44159136,8.15,..
2012/12,Manitoba,Total other deliveries,v44159136,8.15,..
2013/01,Manitoba,Total other deliveries,v44159136,8.15,..
2013/02,Manitoba,Total other deliveries,v44159136,8.15,..
2013/03,Manitoba,Total other deliveries,v44159136,8.15,..
2013/04,Manitoba,Total other deliveries,v44159136,8.15,..
2013/05,Manitoba,Total other deliveries,v44159136,8.15,..
2013/06,Manitoba,Total other deliveries,v44159136,8.15,..
2013/07,Manitoba,Total other deliveries,v44159136,8.15,..
2013/08,Manitoba,Total other deliveries,v44159136,8.15,..
2013/09,Manitoba,Total other deliveries,v44159136,8.15,..
2013/10,Manitoba,Total other deliveries,v44159136,8.15,..
2013/11,Manitoba,Total other deliveries,v44159136,8.15,..
2013/12,Manitoba,Total other deliveries,v44159136,8.15,..
2014/01,Manitoba,Total other deliveries,v44159136,8.15,..
2014/02,Manitoba,Total other deliveries,v44159136,8.15,..
2014/03,Manitoba,Total other deliveries,v44159136,8.15,..
2014/04,Manitoba,Total other deliveries,v44159136,8.15,..
2014/05,Manitoba,Total other deliveries,v44159136,8.15,..
2014/06,Manitoba,Total other deliveries,v44159136,8.15,..
2014/07,Manitoba,Total other deliveries,v44159136,8.15,..
2014/08,Manitoba,Total other deliveries,v44159136,8.15,..
2014/09,Manitoba,Total other deliveries,v44159136,8.15,..
2014/10,Manitoba,Total other deliveries,v44159136,8.15,..
2014/11,Manitoba,Total other deliveries,v44159136,8.15,..
2014/12,Manitoba,Total other deliveries,v44159136,8.15,..
2015/01,Manitoba,Total other deliveries,v44159136,8.15,..
2015/02,Manitoba,Total other deliveries,v44159136,8.15,..
2015/03,Manitoba,Total other deliveries,v44159136,8.15,..
2015/04,Manitoba,Total other deliveries,v44159136,8.15,..
2015/05,Manitoba,Total other deliveries,v44159136,8.15,..
2015/06,Manitoba,Total other deliveries,v44159136,8.15,..
2015/07,Manitoba,Total other deliveries,v44159136,8.15,..
2015/08,Manitoba,Total other deliveries,v44159136,8.15,..
2015/09,Manitoba,Total other deliveries,v44159136,8.15,..
2015/10,Manitoba,Total other deliveries,v44159136,8.15,..
2015/11,Manitoba,Total other deliveries,v44159136,8.15,..
2015/12,Manitoba,Total other deliveries,v44159136,8.15,..
2008/01,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/02,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/03,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/04,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/05,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/06,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/07,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/08,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/09,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/10,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/11,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2008/12,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/01,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/02,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/03,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/04,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/05,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/06,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/07,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/08,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/09,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/10,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/11,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2009/12,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/01,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/02,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/03,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/04,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/05,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/06,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/07,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/08,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/09,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/10,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/11,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2010/12,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2011/01,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2011/02,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2011/03,Manitoba,Other deliveries to the United States,v44159137,8.16,0.0
2011/04,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/05,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/06,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/07,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/08,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/09,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/10,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/11,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2011/12,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/01,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/02,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/03,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/04,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/05,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/06,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/07,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/08,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/09,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/10,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/11,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2012/12,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/01,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/02,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/03,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/04,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/05,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/06,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/07,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/08,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/09,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/10,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/11,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2013/12,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/01,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/02,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/03,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/04,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/05,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/06,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/07,Manitoba,Other deliveries to the United States,v44159137,8.16,..
2014/08,Manitoba,Other deliveries to the United States,v44159137,8.16,..
