"","Date","Total Generation (MWh)"
"15767","2009/11","55488.0"
"15768","2009/12","60705.0"
"15769","2010/01","67019.0"
"15770","2010/02","49000.0"
"15771","2010/03","51224.0"
"15772","2010/04","67778.0"
"15773","2010/05","54148.0"
"15774","2010/06","75763.0"
"15775","2010/07","61779.0"
"15776","2010/08","53569.0"
"15777","2010/09","52138.0"
"15778","2010/10","57677.0"
"15779","2010/11","64277.0"
"15780","2010/12","68303.0"
"15781","2011/01","70031.0"
"15782","2011/02","62435.0"
"15783","2011/03","65041.0"
"15784","2011/04","58094.0"
"15785","2011/05","52572.0"
"15786","2011/06","49877.0"
"15787","2011/07","42672.0"
"15788","2011/08","45039.0"
"15789","2011/09","44151.0"
"15790","2011/10","49516.0"
"15791","2011/11","53344.0"
"15792","2011/12","54510.0"
"15793","2012/01","60427.0"
"15794","2012/02","53026.0"
"15795","2012/03","56545.0"
"15796","2012/04","45987.0"
"15797","2012/05","49976.0"
"15798","2012/06","44089.0"
"15799","2012/07","48379.0"
"15800","2012/08","46552.0"
"15801","2012/09","44732.0"
"15802","2012/10","54476.0"
"15803","2012/11","56954.0"
"15804","2012/12","60855.0"
"15805","2013/01","67334.0"
"15806","2013/02","55821.0"
"15807","2013/03","56711.0"
"15808","2013/04","53808.0"
"15809","2013/05","49520.0"
"15810","2013/06","45088.0"
"15811","2013/07","48805.0"
"15812","2013/08","46321.0"
"15813","2013/09","48291.0"
"15814","2013/10","51863.0"
"15815","2013/11","56617.0"
"15816","2013/12","64550.0"
"15817","2014/01","64141.0"
"15818","2014/02","56437.0"
"15819","2014/03","59479.0"
"15820","2014/04","53716.0"
"15821","2014/05","47718.0"
"15822","2014/06","47463.0"
"15823","2014/07","48071.0"
"15824","2014/08","45970.0"
"15825","2014/09","49342.0"
"15826","2014/10","55453.0"
"15827","2014/11","55679.0"
"15828","2014/12","62290.0"
"15829","2015/01","61282.0"
"15830","2015/02","49772.0"
"15831","2015/03","57409.0"
"15832","2015/04","51506.0"
"15833","2015/05","48467.0"
"15834","2015/06","50188.0"
"15835","2015/07","45708.0"
"15836","2015/08","47719.0"
"15837","2015/09","47303.0"
"15838","2015/10","52180.0"
"15839","2015/11","53001.0"
"15840","2015/12","58887.0"
"15937","2008/01","14686.0"
"15938","2008/02","13731.0"
"15939","2008/03","14171.0"
"15940","2008/04","12732.0"
"15941","2008/05","11999.0"
"15942","2008/06","11126.0"
"15943","2008/07","11033.0"
"15944","2008/08","11884.0"
"15945","2008/09","11920.0"
"15946","2008/10","13398.0"
"15947","2008/11","13712.0"
"15948","2008/12","14871.0"
"15949","2009/01","14880.0"
"15950","2009/02","13212.0"
"15951","2009/03","14410.0"
"15952","2009/04","13316.0"
"15953","2009/05","12803.0"
"15954","2009/06","11459.0"
"15955","2009/07","11439.0"
"15956","2009/08","12031.0"
"15957","2009/09","12559.0"
"15958","2009/10","13900.0"
"15959","2009/11","14839.0"
"15960","2009/12","15435.0"
"15961","2010/01","15753.0"
"15962","2010/02","14033.0"
"15963","2010/03","16160.0"
"15964","2010/04","13311.0"
"15965","2010/05","13069.0"
"15966","2010/06","12004.0"
"15967","2010/07","12070.0"
"15968","2010/08","12383.0"
"15969","2010/09","12916.0"
"15970","2010/10","13061.0"
"15971","2010/11","14873.0"
"15972","2010/12","15736.0"
"15973","2011/01","16212.0"
"15974","2011/02","14850.0"
"15975","2011/03","16052.0"
"15976","2011/04","14448.0"
"15977","2011/05","13368.0"
"15978","2011/06","12602.0"
"15979","2011/07","12446.0"
"15980","2011/08","12821.0"
"15981","2011/09","13447.0"
"15982","2011/10","14690.0"
"15983","2011/11","15499.0"
"15984","2011/12","15454.0"
"15985","2012/01","17320.0"
"15986","2012/02","15845.0"
"15987","2012/03","16637.0"
"15988","2012/04","14520.0"
"15989","2012/05","13794.0"
"15990","2012/06","12664.0"
"15991","2012/07","12433.0"
"15992","2012/08","13272.0"
"15993","2012/09","13363.0"
"15994","2012/10","15040.0"
"15995","2012/11","16001.0"
"15996","2012/12","16672.0"
"15997","2013/01","17338.0"
"15998","2013/02","15575.0"
"15999","2013/03","16050.0"
"16000","2013/04","15173.0"
"16001","2013/05","14242.0"
"16002","2013/06","12758.0"
"16003","2013/07","12715.0"
"16004","2013/08","13413.0"
"16005","2013/09","13735.0"
"16006","2013/10","14379.0"
"16007","2013/11","16046.0"
"16008","2013/12","17555.0"
"16009","2014/01","16831.0"
"16010","2014/02","15657.0"
"16011","2014/03","16772.0"
"16012","2014/04","15112.0"
"16013","2014/05","14226.0"
"16014","2014/06","12905.0"
"16015","2014/07","12685.0"
"16016","2014/08","13695.0"
"16017","2014/09","13839.0"
"16018","2014/10","15652.0"
"16019","2014/11","16474.0"
"16020","2014/12","17432.0"
"16021","2015/01","18378.0"
"16022","2015/02","16707.0"
"16023","2015/03","17360.0"
"16024","2015/04","15471.0"
"16025","2015/05","14510.0"
"16026","2015/06","13482.0"
"16027","2015/07","13255.0"
"16028","2015/08","13597.0"
"16029","2015/09","13840.0"
"16030","2015/10","16078.0"
"16031","2015/11","16437.0"
"16032","2015/12","17785.0"
